mese,giorno_settimana,fascia_oraria,comune,nome_strada,tipo_luogo,fondo,segnaletica,meteo,lon,lat,incidente,segment_id,n_attraversamenti,n_semafori,n_stop,n_incroci,n_autovelox,n_lampioni,maxspeed_med
11,Lunedì,Notte,COSTABISSARA,SP 046 Pasubio,Dosso,Asciutto,Verticale,Sereno,11.496258692751663,45.57309421878894,0,48.0,0,0,0,0,0,0,90
11,Sabato,Notte,PIOVENE ROCCHETTE,SP 350 Val d'Astico,Intersezione segnalata,Bagnato,Verticale,Sereno,11.432975910970448,45.76407167091235,0,178.0,16,10,8,0,0,0,50
11,Sabato,Mattino,VICENZA,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Sereno,11.504940060292643,45.546601006601875,0,56.0,0,0,0,0,0,0,70
7,Martedì,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Temporanea di cantiere,Nebbia,11.429488589533037,45.75063832684186,0,97.0,7,0,0,0,0,0,50
11,Sabato,Sera,ASIAGO,SP 349 Costo,Rettilineo,Asciutto,Temporanea di cantiere,Sereno,11.49244812830196,45.88083591429909,0,77.0,0,0,0,0,0,0,50
6,Lunedì,Notte,PIOVENE ROCCHETTE,SP 349 Costo,Pendenza,Asciutto,Orizzontale,Sereno,11.421216360656494,45.74453846899039,0,93.0,12,5,2,0,3,0,50
1,Martedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Curva,Asciutto,Orizzontale,Sereno,11.199076898541882,45.76104892491138,0,4.0,0,0,0,0,0,0,50
3,Sabato,Notte,SCHIO,SP 046 Pasubio,Pendenza,Asciutto,Assente,Altro,11.396835618674578,45.687294570620345,0,17.0,0,0,0,0,0,0,90
4,Mercoledì,Mattino,ZANE',SP 349 Costo,Dosso,Bagnato,Assente,Nebbia,11.454962777055911,45.71763317345262,0,127.0,12,10,2,1,0,0,50
5,Lunedì,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione segnalata,Bagnato,Verticale,Altro,11.425173469533188,45.74792266026432,0,93.0,12,5,2,0,3,0,50
12,Martedì,Notte,SCHIO,SP 046 var Torrebelvicino,Pendenza,Sdrucciolevole,Temporanea di cantiere,Altro,11.333190841743946,45.71383596298939,0,71.0,0,0,0,0,0,0,70
4,Lunedì,Sera,ASIAGO,SP 349 Costo,Incrocio,Asciutto,Temporanea di cantiere,Sereno,11.423373329640055,45.95013078991993,0,88.0,0,0,0,0,0,0,50
8,Sabato,Mattino,ARSIERO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Bagnato,Temporanea di cantiere,Pioggia,11.359433672998115,45.80547690065901,0,169.0,10,2,8,0,0,0,50
4,Domenica,Notte,CALDOGNO,SP 349 Costo,Intersezione non segnalata,Asciutto,Orizzontale,Sereno,11.490392972452614,45.613150536302555,0,144.0,1,0,0,0,0,0,70
8,Lunedì,Sera,VALDASTICO,SP 350 Val d'Astico,Rotatoria,Asciutto,Assente,Vento forte,11.35966354737502,45.87544858457824,0,161.0,0,0,0,0,0,0,50
7,Mercoledì,Mattino,ROANA,SP 349 Costo,Curva,Asciutto,Verticale,Sereno,11.475302431103604,45.8656456123021,0,132.0,17,0,5,0,0,0,50
2,Giovedì,Mattino,CALTRANO,SP 349 Costo,Rotatoria,Asciutto,Verticale,Sereno,11.451185659046336,45.77339781069582,0,128.0,3,0,2,0,0,0,50
6,Martedì,Mattino,ROANA,SP 349 Costo,Pendenza,Sdrucciolevole,Assente,Altro,11.482045111253182,45.86868842136332,0,135.0,2,0,1,0,0,0,50
2,Mercoledì,Notte,VALDASTICO,SP 350 Val d'Astico,Incrocio,Sdrucciolevole,Verticale,Neve,11.356310051011103,45.88189795899984,0,160.0,1,0,1,0,0,0,50
11,Giovedì,Mattino,CALDOGNO,SP 349 Costo,Pendenza,Bagnato,Orizzontale,Altro,11.491382561387402,45.62462976911493,0,142.0,0,0,0,0,0,0,90
9,Domenica,Sera,ASIAGO,SP 349 Costo,Pendenza,Bagnato,Temporanea di cantiere,Sereno,11.432702090669835,45.94967079787037,0,87.0,0,0,0,0,0,0,50
12,Sabato,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Galleria illuminata,Bagnato,Assente,Sereno,11.429631131433748,45.79415314465762,0,109.0,0,0,0,0,0,0,70
11,Sabato,Sera,TORREBELVICINO,SP 046 var Torrebelvicino,Intersezione con semaforo o vigile,Asciutto,Orizzontale,Sereno,11.315628506976363,45.713546663664246,0,70.0,1,2,0,0,0,0,38
3,Martedì,Notte,ARSIERO,SP 350 Val d'Astico,Rettilineo,Asciutto,Assente,Sereno,11.359788602903716,45.80741927171969,0,169.0,10,2,8,0,0,0,50
9,Venerdì,Sera,ZANE',SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Verticale,Sereno,11.443066413422253,45.73453314065863,0,125.0,2,1,0,0,0,11,50
2,Martedì,Notte,SCHIO,SP 046 Pasubio,Galleria illuminata,Bagnato,Orizzontale,Sereno,11.391913636138383,45.69116589098575,0,16.0,0,0,0,0,0,0,50
12,Venerdì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione segnalata,Bagnato,Orizzontale,Nebbia,11.201264535523602,45.76035040174425,0,5.0,0,0,0,0,0,0,50
10,Giovedì,Mattino,VALDASTICO,SP 350 Val d'Astico,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.353080970979002,45.888183861884315,0,160.0,1,0,1,0,0,0,50
9,Mercoledì,Sera,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Verticale,Pioggia,11.426813415620147,45.64490409737773,0,24.0,8,1,0,0,0,13,50
12,Giovedì,Sera,ZANE',SP 349 Costo,Intersezione segnalata,Asciutto,Orizzontale,Vento forte,11.44571267790283,45.73083321413196,0,125.0,2,1,0,0,0,11,50
11,Domenica,Notte,MALO,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Temporanea di cantiere,Sereno,11.41903688924953,45.65276718694276,0,22.0,4,1,2,0,0,20,50
2,Giovedì,Mattino,VICENZA,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Sereno,11.494187808044463,45.57011629047654,0,53.0,0,0,0,0,0,0,90
1,Mercoledì,Pomeriggio,MALO,SP 046 Pasubio,Curva,Bagnato,Verticale,Sereno,11.435522689309035,45.63751964378095,0,24.0,8,1,0,0,0,13,50
12,Giovedì,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Intersezione non segnalata,Bagnato,Assente,Pioggia,11.428413733599491,45.79670366947998,0,107.0,0,0,0,0,2,0,70
4,Domenica,Sera,MALO,SP 046 Pasubio,Pendenza,Asciutto,Verticale,Sereno,11.428902367721427,45.64235318391248,0,24.0,8,1,0,0,0,13,50
6,Mercoledì,Mattino,MALO,SP 046 Pasubio,Pendenza,Bagnato,Orizzontale,Sereno,11.401354453959325,45.68038331207019,0,18.0,1,0,0,0,0,5,90
1,Lunedì,Notte,TORREBELVICINO,SP 046 Pasubio,Dosso,Bagnato,Assente,Altro,11.291204069493665,45.718895960005455,0,15.0,0,0,0,0,0,0,50
8,Mercoledì,Sera,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione con semaforo o vigile,Sdrucciolevole,Verticale,Pioggia,11.216381794671335,45.75513946513741,0,7.0,1,0,0,0,0,0,45
10,Lunedì,Notte,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Sdrucciolevole,Verticale,Neve,11.470884066846512,45.610196187724576,0,31.0,0,0,0,0,0,0,60
11,Sabato,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Curva,Asciutto,Verticale,Sereno,11.19121566398422,45.75851215971699,0,2.0,1,0,0,0,0,0,50
7,Giovedì,Notte,LASTEBASSE,SP 350 Val d'Astico,Curva,Bagnato,Assente,Altro,11.291552278866591,45.91332310482851,0,154.0,0,0,0,0,0,0,50
8,Lunedì,Sera,COGOLLO DEL CENGIO,SP 350 Val d'Astico,Rotatoria,Asciutto,Verticale,Sereno,11.383497332562175,45.79848903136232,0,172.0,0,0,1,0,0,0,90
7,Domenica,Notte,ROANA,SP 349 Costo,Rettilineo,Asciutto,Temporanea di cantiere,Sereno,11.444350642765846,45.84605020452653,0,120.0,0,0,2,0,0,0,50
6,Sabato,Notte,COGOLLO DEL CENGIO,SP 349 Costo,Dosso,Asciutto,Verticale,Vento forte,11.44402359174395,45.782879933428774,0,112.0,0,0,0,0,2,0,70
7,Martedì,Sera,ASIAGO,SP 349 Costo,Intersezione segnalata,Bagnato,Orizzontale,Vento forte,11.496716289822938,45.8784064338293,0,76.0,5,0,4,0,0,0,50
12,Lunedì,Pomeriggio,CALDOGNO,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Verticale,Sereno,11.490596583218474,45.61037684982298,0,144.0,1,0,0,0,0,0,70
4,Mercoledì,Notte,THIENE,SP 349 Costo,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.487420794543734,45.67540769520992,0,136.0,3,0,0,0,1,0,70
6,Mercoledì,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione segnalata,Bagnato,Orizzontale,Sereno,11.206520300247671,45.75811382697677,0,5.0,0,0,0,0,0,0,50
8,Sabato,Pomeriggio,ISOLA VICENTINA,SP 046 Pasubio,Incrocio,Asciutto,Assente,Nebbia,11.451118300358544,45.62422125766288,0,28.0,4,0,0,0,0,5,50
7,Mercoledì,Mattino,SCHIO,SP 046 var Torrebelvicino,Curva,Ghiacciato,Verticale,Neve,11.332163202399231,45.71345093917377,0,71.0,0,0,0,0,0,0,70
1,Mercoledì,Mattino,ROANA,SP 349 Costo,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.433523695605222,45.83386316797141,0,99.0,6,0,3,0,0,2,50
4,Domenica,Pomeriggio,THIENE,SP 349 var Costo Variante,Intersezione non segnalata,Bagnato,Assente,Sereno,11.454720004912271,45.70317975876269,0,148.0,0,0,0,0,0,0,50
8,Giovedì,Sera,ROANA,SP 349 Costo,Rettilineo,Sdrucciolevole,Assente,Pioggia,11.475362995934722,45.86570368425768,0,132.0,17,0,5,0,0,0,50
9,Giovedì,Mattino,VALLI DEL PASUBIO,SP 046 Pasubio,Dosso,Bagnato,Verticale,Pioggia,11.265580700035509,45.738850759097595,0,12.0,2,0,0,0,0,0,50
9,Mercoledì,Pomeriggio,CHIUPPANO,SP 349 Costo,Dosso,Asciutto,Assente,Sereno,11.45647688635746,45.770191932817504,0,128.0,3,0,2,0,0,0,50
12,Venerdì,Sera,ASIAGO,SP 349 Costo,Intersezione non segnalata,Bagnato,Assente,Sereno,11.408591643542197,45.946072907170795,0,90.0,0,0,0,0,0,0,50
9,Martedì,Sera,SCHIO,SP 046 Pasubio,Pendenza,Asciutto,Temporanea di cantiere,Altro,11.387374782638831,45.694765014664206,0,16.0,0,0,0,0,0,0,50
7,Martedì,Mattino,ZANE',SP 349 Costo,Galleria illuminata,Bagnato,Verticale,Sereno,11.461603215038403,45.71452950918624,0,130.0,10,7,4,0,0,0,50
4,Lunedì,Pomeriggio,VALLI DEL PASUBIO,SP 046 Pasubio,Dosso,Asciutto,Orizzontale,Sereno,11.242264257028276,45.74392861064704,0,10.0,0,0,0,0,0,0,50
5,Martedì,Pomeriggio,VICENZA,SP 046 Pasubio,Intersezione segnalata,Sdrucciolevole,Temporanea di cantiere,Pioggia,11.498425534331052,45.555710909742785,0,55.0,0,0,0,0,0,0,50
10,Martedì,Pomeriggio,SCHIO,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Temporanea di cantiere,Sereno,11.386822465074133,45.69520869121327,0,16.0,0,0,0,0,0,0,50
6,Domenica,Sera,THIENE,SP 349 Costo,Pendenza,Bagnato,Temporanea di cantiere,Vento forte,11.48605000957471,45.67980907044902,0,136.0,3,0,0,0,1,0,70
9,Domenica,Mattino,VICENZA,SP 046 rac Pasubio Raccordo del Sole,Pendenza,Bagnato,Temporanea di cantiere,Pioggia,11.507918221649112,45.53831775391843,0,64.0,0,0,0,0,0,6,90
2,Martedì,Notte,VICENZA,SP 046 Pasubio,Pendenza,Asciutto,Assente,Sereno,11.504490128880123,45.5780444723784,0,52.0,0,0,0,0,0,0,70
2,Lunedì,Notte,PIOVENE ROCCHETTE,SP 349 Costo,Dosso,Asciutto,Temporanea di cantiere,Sereno,11.429570205998631,45.75049832927867,0,97.0,7,0,0,0,0,0,50
3,Sabato,Pomeriggio,SANTORSO,SP 349 Costo,Pendenza,Bagnato,Assente,Pioggia,11.403061363607533,45.736458175339905,0,75.0,4,0,0,0,0,0,70
3,Martedì,Mattino,VALDASTICO,SP 350 Val d'Astico,Galleria illuminata,Asciutto,Temporanea di cantiere,Sereno,11.358309797108936,45.87991466509863,0,161.0,0,0,0,0,0,0,50
8,Mercoledì,Notte,SANTORSO,SP 349 Costo,Incrocio,Asciutto,Verticale,Sereno,11.404164320825984,45.73662452892703,0,75.0,4,0,0,0,0,0,70
8,Venerdì,Notte,MALO,SP 046 Pasubio,Rettilineo,Bagnato,Verticale,Sereno,11.42600881647194,45.645778909024514,0,23.0,2,0,0,0,0,98,45
7,Giovedì,Notte,ROANA,SP 349 Costo,Pendenza,Asciutto,Assente,Sereno,11.48493786538532,45.880176297796616,0,78.0,0,0,1,0,0,0,50
4,Martedì,Sera,ASIAGO,SP 349 Costo,Curva,Bagnato,Verticale,Altro,11.432095915845494,45.95004482029918,0,88.0,0,0,0,0,0,0,50
7,Domenica,Sera,CALDOGNO,SP 349 Costo,Intersezione non segnalata,Sdrucciolevole,Orizzontale,Pioggia,11.491786184689872,45.63224742707479,0,142.0,0,0,0,0,0,0,90
2,Lunedì,Mattino,ASIAGO,SP 349 Costo,Incrocio,Sdrucciolevole,Assente,Neve,11.43466800492416,45.947411250851374,0,87.0,0,0,0,0,0,0,50
6,Lunedì,Sera,ROANA,SP 349 Costo,Intersezione segnalata,Asciutto,Temporanea di cantiere,Sereno,11.466040863348574,45.86273976735602,0,116.0,4,0,0,0,0,0,50
2,Venerdì,Mattino,LASTEBASSE,SP 350 Val d'Astico,Intersezione non segnalata,Asciutto,Temporanea di cantiere,Sereno,11.331160045859374,45.898106137602866,0,157.0,0,0,0,0,0,0,50
1,Sabato,Pomeriggio,ROANA,SP 349 Costo,Rotatoria,Bagnato,Orizzontale,Altro,11.435041815875335,45.83235667159549,0,99.0,6,0,3,0,0,2,50
2,Giovedì,Notte,ASIAGO,SP 349 Costo,Intersezione segnalata,Bagnato,Temporanea di cantiere,Nebbia,11.386156595650244,45.95171330408341,0,92.0,0,0,0,0,0,0,50
6,Venerdì,Mattino,ROANA,SP 349 Costo,Dosso,Asciutto,Assente,Sereno,11.475079801061188,45.86543119837671,0,132.0,17,0,5,0,0,0,50
7,Domenica,Pomeriggio,TORREBELVICINO,SP 046 var Torrebelvicino,Curva,Asciutto,Temporanea di cantiere,Sereno,11.324951809407898,45.713752665093786,0,71.0,0,0,0,0,0,0,70
8,Domenica,Sera,CHIUPPANO,SP 349 Costo,Pendenza,Asciutto,Orizzontale,Sereno,11.45695291416989,45.76779879846978,0,124.0,1,0,2,0,0,0,50
6,Giovedì,Pomeriggio,CHIUPPANO,SP 349 Costo,Curva,Asciutto,Assente,Sereno,11.451272707249064,45.76458036785001,0,124.0,1,0,2,0,0,0,50
3,Giovedì,Mattino,ROANA,SP 349 Costo,Rettilineo,Asciutto,Orizzontale,Sereno,11.432369681589565,45.83705655051622,0,99.0,6,0,3,0,0,2,50
1,Giovedì,Notte,ROANA,SP 349 Costo,Galleria illuminata,Asciutto,Verticale,Sereno,11.441174165760096,45.84306068873412,0,120.0,0,0,2,0,0,0,50
9,Domenica,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.36147042720579,45.868134355145166,0,162.0,1,0,1,0,0,0,50
12,Mercoledì,Pomeriggio,ROANA,SP 349 Costo,Intersezione non segnalata,Bagnato,Orizzontale,Sereno,11.433921166857608,45.84099523794952,0,121.0,4,0,2,0,0,0,50
4,Sabato,Sera,VICENZA,SP 046 Pasubio,Intersezione con semaforo o vigile,Asciutto,Orizzontale,Vento forte,11.50718060536483,45.54416548982141,0,50.0,0,0,0,0,0,0,90
4,Sabato,Notte,ROANA,SP 349 Costo,Intersezione segnalata,Innevato,Temporanea di cantiere,Neve,11.469989501493558,45.891019469511946,0,80.0,0,0,0,0,0,0,50
3,Venerdì,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Intersezione non segnalata,Asciutto,Verticale,Sereno,11.436116746357762,45.79552516902871,0,106.0,0,0,0,0,0,0,70
3,Mercoledì,Sera,ROANA,SP 349 Costo,Dosso,Asciutto,Temporanea di cantiere,Sereno,11.479232440299048,45.88241733577689,0,78.0,0,0,1,0,0,0,50
6,Domenica,Sera,THIENE,SP 349 Costo,Pendenza,Asciutto,Verticale,Sereno,11.485123857056386,45.682778086696175,0,136.0,3,0,0,0,1,0,70
10,Sabato,Notte,LASTEBASSE,SP 350 Val d'Astico,Intersezione segnalata,Asciutto,Temporanea di cantiere,Altro,11.302519256438504,45.90910877517747,0,155.0,0,0,0,0,0,0,50
9,Giovedì,Sera,PIOVENE ROCCHETTE,SP 349 Costo,Dosso,Sdrucciolevole,Orizzontale,Pioggia,11.437679093661666,45.74143954816509,0,98.0,2,0,0,0,0,16,130
12,Martedì,Sera,ASIAGO,SP 349 Costo,Dosso,Asciutto,Orizzontale,Altro,11.407513767680108,45.945670813911086,0,90.0,0,0,0,0,0,0,50
5,Sabato,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Asciutto,Assente,Sereno,11.318067830255368,45.90327927571612,0,156.0,1,0,0,0,0,0,50
6,Sabato,Sera,COGOLLO DEL CENGIO,SP 349 Costo,Galleria illuminata,Bagnato,Verticale,Pioggia,11.423899937215456,45.80654787106996,0,103.0,0,0,0,0,0,0,70
5,Martedì,Sera,VALDASTICO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Bagnato,Verticale,Nebbia,11.333037192186191,45.89730920495932,0,158.0,0,0,0,0,0,0,50
1,Mercoledì,Mattino,COSTABISSARA,SP 046 Pasubio,Intersezione non segnalata,Sdrucciolevole,Temporanea di cantiere,Altro,11.4932900112816,45.60342784468405,0,37.0,11,0,0,0,0,12,50
5,Giovedì,Sera,ARSIERO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Sereno,11.367726478658314,45.82498504626627,0,167.0,1,0,0,0,0,0,50
4,Lunedì,Sera,VILLAVERLA,SP 349 Costo,Intersezione con semaforo o vigile,Sdrucciolevole,Assente,Altro,11.492561098094347,45.641741729089006,0,141.0,3,0,2,0,0,0,50
6,Domenica,Pomeriggio,MALO,SP 046 Pasubio,Curva,Bagnato,Temporanea di cantiere,Sereno,11.411937329088566,45.6608316209642,0,21.0,8,0,0,0,0,37,50
2,Lunedì,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Intersezione con semaforo o vigile,Sdrucciolevole,Assente,Neve,11.361247079954817,45.86259644446262,0,163.0,2,0,1,0,0,0,50
9,Domenica,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Rettilineo,Bagnato,Temporanea di cantiere,Sereno,11.236902348192269,45.74763625663979,0,9.0,0,0,0,0,0,0,40
11,Venerdì,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Rettilineo,Asciutto,Orizzontale,Sereno,11.306253194262212,45.907247356623515,0,155.0,0,0,0,0,0,0,50
2,Sabato,Sera,VICENZA,SP 046 Pasubio,Curva,Ghiacciato,Verticale,Neve,11.504348446007029,45.57790166819397,0,49.0,0,0,0,0,0,0,90
12,Domenica,Sera,VICENZA,SP 046 Pasubio,Intersezione con semaforo o vigile,Bagnato,Orizzontale,Sereno,11.50341758613962,45.57739348874974,0,49.0,0,0,0,0,0,0,90
11,Giovedì,Mattino,CARRE',SP 349 Costo,Dosso,Asciutto,Verticale,Sereno,11.439597246721934,45.73870908679254,0,98.0,2,0,0,0,0,16,130
8,Domenica,Mattino,ARSIERO,SP 350 Val d'Astico,Intersezione segnalata,Bagnato,Assente,Pioggia,11.36159401719103,45.80422950078408,0,170.0,0,0,5,0,0,0,50
4,Venerdì,Pomeriggio,SANTORSO,SP 349 Costo,Galleria illuminata,Asciutto,Temporanea di cantiere,Sereno,11.403519409987778,45.73634067047575,0,75.0,4,0,0,0,0,0,70
7,Sabato,Pomeriggio,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione non segnalata,Bagnato,Assente,Pioggia,11.420535610211576,45.74418330548461,0,94.0,4,0,0,0,1,0,50
7,Lunedì,Notte,VICENZA,SP 046 Pasubio,Rettilineo,Bagnato,Orizzontale,Sereno,11.507707935562497,45.58190584250035,0,44.0,0,0,0,0,0,6,40
11,Lunedì,Pomeriggio,ROANA,SP 349 Costo,Pendenza,Sdrucciolevole,Assente,Pioggia,11.433383595278722,45.83398432292044,0,99.0,6,0,3,0,0,2,50
7,Giovedì,Mattino,LASTEBASSE,SP 350 Val d'Astico,Dosso,Bagnato,Assente,Pioggia,11.311449336084417,45.90722366252747,0,155.0,0,0,0,0,0,0,50
1,Giovedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Intersezione non segnalata,Sdrucciolevole,Orizzontale,Pioggia,11.190947879210425,45.75815893943294,0,2.0,1,0,0,0,0,0,50
9,Venerdì,Pomeriggio,VALDASTICO,SP 350 Val d'Astico,Curva,Innevato,Assente,Neve,11.362073511284832,45.87118054149429,0,162.0,1,0,1,0,0,0,50
10,Sabato,Notte,ISOLA VICENTINA,SP 046 Pasubio,Rettilineo,Bagnato,Verticale,Sereno,11.466416191416563,45.61473100418711,0,30.0,2,4,0,0,0,1,50
4,Mercoledì,Notte,THIENE,SP 349 var Costo Variante,Intersezione non segnalata,Asciutto,Temporanea di cantiere,Sereno,11.453534454104291,45.7042964081131,0,148.0,0,0,0,0,0,0,50
2,Lunedì,Mattino,ZANE',SP 349 var Costo Variante,Rotatoria,Bagnato,Orizzontale,Pioggia,11.444927714811582,45.70901838561765,0,147.0,0,0,0,0,0,0,90
2,Sabato,Mattino,ROANA,SP 349 Costo,Rettilineo,Asciutto,Orizzontale,Sereno,11.484127016185536,45.88033242226745,0,78.0,0,0,1,0,0,0,50
11,Venerdì,Notte,ASIAGO,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Verticale,Sereno,11.425897657339004,45.95060122063629,0,88.0,0,0,0,0,0,0,50
6,Domenica,Notte,SANTORSO,SP 349 Costo,Incrocio,Bagnato,Verticale,Nebbia,11.381858212270672,45.73107000377501,0,74.0,6,1,0,0,0,0,50
7,Mercoledì,Mattino,PIOVENE ROCCHETTE,SP 349 Costo,Intersezione segnalata,Bagnato,Assente,Sereno,11.428716350064748,45.75118383942645,0,93.0,12,5,2,0,3,0,50
12,Martedì,Notte,ROANA,SP 349 Costo,Curva,Asciutto,Temporanea di cantiere,Sereno,11.469141084103049,45.89426191891094,0,80.0,0,0,0,0,0,0,50
1,Sabato,Notte,VALDASTICO,SP 350 Val d'Astico,Curva,Asciutto,Orizzontale,Altro,11.359638689303484,45.875655268253205,0,161.0,0,0,0,0,0,0,50
3,Martedì,Pomeriggio,VICENZA,SP 046 Pasubio,Intersezione non segnalata,Asciutto,Verticale,Sereno,11.494786506723235,45.562488132244354,0,54.0,0,0,0,0,0,0,90
10,Mercoledì,Sera,MALO,SP 046 Pasubio,Pendenza,Asciutto,Verticale,Sereno,11.406459149838152,45.66715087236562,0,20.0,3,0,0,0,0,0,50
7,Domenica,Notte,MALO,SP 046 Pasubio,Dosso,Asciutto,Temporanea di cantiere,Sereno,11.406278182723744,45.66780128734903,0,20.0,3,0,0,0,0,0,50
1,Lunedì,Notte,VALLI DEL PASUBIO,SP 046 Pasubio,Dosso,Bagnato,Temporanea di cantiere,Sereno,11.259567596739334,45.74182477488624,0,11.0,8,0,1,0,0,0,50
9,Venerdì,Pomeriggio,LASTEBASSE,SP 350 Val d'Astico,Intersezione non segnalata,Bagnato,Assente,Pioggia,11.31663432950482,45.90312999032894,0,156.0,1,0,0,0,0,0,50
2,Sabato,Mattino,ROANA,SP 349 Costo,Incrocio,Asciutto,Verticale,Nebbia,11.473854348990512,45.8643138445332,0,132.0,17,0,5,0,0,0,50
10,Sabato,Notte,SANTORSO,SP 349 Costo,Rotatoria,Asciutto,Temporanea di cantiere,Sereno,11.394021428257526,45.7342118107943,0,75.0,4,0,0,0,0,0,70
10,Martedì,Sera,VALDASTICO,SP 350 Val d'Astico,Dosso,Asciutto,Orizzontale,Sereno,11.332985020137562,45.89733650910841,0,158.0,0,0,0,0,0,0,50
6,Sabato,Mattino,VILLAVERLA,SP 349 Costo,Pendenza,Asciutto,Temporanea di cantiere,Sereno,11.494703917191126,45.65236374172493,0,139.0,11,0,4,0,2,0,50
4,Lunedì,Sera,SCHIO,SP 349 Costo,Incrocio,Bagnato,Orizzontale,Pioggia,11.368582917384238,45.72669233229151,0,72.0,1,0,0,0,0,0,50
11,Lunedì,Mattino,ROANA,SP 349 Costo,Rettilineo,Bagnato,Temporanea di cantiere,Pioggia,11.436574166269144,45.82741913415349,0,100.0,0,0,0,0,0,0,70
7,Mercoledì,Notte,CHIUPPANO,SP 349 Costo,Intersezione segnalata,Bagnato,Orizzontale,Sereno,11.4482087066597,45.76292763609786,0,123.0,10,0,4,0,2,10,50
8,Martedì,Pomeriggio,ROANA,SP 349 Costo,Intersezione non segnalata,Asciutto,Assente,Nebbia,11.43605134037692,45.82911823859967,0,100.0,0,0,0,0,0,0,70
2,Lunedì,Pomeriggio,MALO,SP 046 Pasubio,Intersezione segnalata,Asciutto,Orizzontale,Nebbia,11.4297161302909,45.64176302255337,0,24.0,8,1,0,0,0,13,50
8,Venerdì,Pomeriggio,MALO,SP 046 Pasubio,Incrocio,Asciutto,Verticale,Sereno,11.428989569565724,45.64229391806953,0,24.0,8,1,0,0,0,13,50
7,Domenica,Notte,VICENZA,SP 046 Pasubio,Intersezione non segnalata,Sdrucciolevole,Verticale,Pioggia,11.506647361669948,45.579149146071586,0,49.0,0,0,0,0,0,0,90
10,Martedì,Sera,ROANA,SP 349 Costo,Intersezione con semaforo o vigile,Asciutto,Verticale,Sereno,11.45654214009832,45.85521921864891,0,117.0,0,0,0,0,0,0,50
2,Lunedì,Notte,VALDASTICO,SP 350 Val d'Astico,Intersezione non segnalata,Asciutto,Assente,Sereno,11.3593695425076,45.877668245072314,0,161.0,0,0,0,0,0,0,50
9,Domenica,Pomeriggio,THIENE,SP 349 var Costo Variante,Intersezione segnalata,Bagnato,Verticale,Pioggia,11.456805523878815,45.70087652236002,0,148.0,0,0,0,0,0,0,50
12,Venerdì,Notte,VICENZA,SP 046 Pasubio,Rettilineo,Asciutto,Verticale,Altro,11.503368719802738,45.54848713923359,0,45.0,0,0,0,0,0,0,70
7,Venerdì,Mattino,SANTORSO,SP 349 Costo,Curva,Bagnato,Assente,Sereno,11.403184599081992,45.736441015890136,0,75.0,4,0,0,0,0,0,70
2,Mercoledì,Pomeriggio,ROANA,SP 349 Costo,Galleria illuminata,Bagnato,Temporanea di cantiere,Sereno,11.468031026553682,45.89697196540819,0,81.0,0,0,0,0,0,0,50
7,Martedì,Sera,CHIUPPANO,SP 349 Costo,Galleria illuminata,Bagnato,Orizzontale,Pioggia,11.457481801803016,45.76777658176744,0,124.0,1,0,2,0,0,0,50
7,Lunedì,Sera,VICENZA,SP 046 Pasubio,Rettilineo,Asciutto,Verticale,Sereno,11.508028412031866,45.543635653443616,0,51.0,0,0,0,0,0,0,90
7,Mercoledì,Mattino,VALDASTICO,SP 350 Val d'Astico,Incrocio,Asciutto,Assente,Sereno,11.361983058936143,45.87263365632342,0,162.0,1,0,1,0,0,0,50
